commoditycode_2,,color,Category,Name
101,1,pink,Animal & Animal Products,Horses
102,1,pink,Animal & Animal Products,Bovine
103,1,pink,Animal & Animal Products,Swine
104,1,pink,Animal & Animal Products,Sheep
105,1,pink,Animal & Animal Products,Fowl
106,1,pink,Animal & Animal Products,Other live animals
201,2,pink,Animal & Animal Products,Beef
202,2,pink,Animal & Animal Products,Beef (frozen)
203,2,pink,Animal & Animal Products,Pork
204,2,pink,Animal & Animal Products,Lamb
205,2,pink,Animal & Animal Products,Horse meat
206,2,pink,Animal & Animal Products,Edible offal
207,2,pink,Animal & Animal Products,Poultry
208,2,pink,Animal & Animal Products,Other meat
209,2,pink,Animal & Animal Products,Pig and poultry fat
210,2,pink,Animal & Animal Products,Preserved meat
301,3,pink,Animal & Animal Products,Live Fish
302,3,pink,Animal & Animal Products,"Fish, excluding fillets"
303,3,pink,Animal & Animal Products,"Frozen fish, excluding fillets"
304,3,pink,Animal & Animal Products,Fish fillets
305,3,pink,Animal & Animal Products,Preserved fish
306,3,pink,Animal & Animal Products,Crustaceans
307,3,pink,Animal & Animal Products,Molluscs
401,4,pink,Animal & Animal Products,Milk
402,4,pink,Animal & Animal Products,"Milk, concentrated"
403,4,pink,Animal & Animal Products,Fermented milk products
404,4,pink,Animal & Animal Products,Whey
405,4,pink,Animal & Animal Products,Butter
406,4,pink,Animal & Animal Products,Cheese
407,4,pink,Animal & Animal Products,"Eggs, in shell"
408,4,pink,Animal & Animal Products,Egg yolks
409,4,pink,Animal & Animal Products,Honey
410,4,pink,Animal & Animal Products,"Edible animal products, n.e.c."
501,5,pink,Animal & Animal Products,"Human hair, unworked"
502,5,pink,Animal & Animal Products,Brushmaking hair
503,5,pink,Animal & Animal Products,Other
504,5,pink,Animal & Animal Products,"Animal guts, except fish"
505,5,pink,Animal & Animal Products,Feathers and down
506,5,pink,Animal & Animal Products,"Bones, simply prepared"
507,5,pink,Animal & Animal Products,Whalebone & horns
508,5,pink,Animal & Animal Products,Coral and shells
509,5,pink,Animal & Animal Products,Sponges of animal origin
510,5,pink,Animal & Animal Products,Animal products used in pharmaceuticals
511,5,pink,Animal & Animal Products,Animal products n.e.c.
601,6,yellow,Vegetable Products,Flower bulbs
602,6,yellow,Vegetable Products,Other live plants
603,6,yellow,Vegetable Products,Cut flowers
604,6,yellow,Vegetable Products,Other parts of plants
701,7,yellow,Vegetable Products,Potatoes
702,7,yellow,Vegetable Products,Tomatoes
703,7,yellow,Vegetable Products,"Onions, shallots, garlic"
704,7,yellow,Vegetable Products,"Cabbages, cauliflowers, broccoli"
705,7,yellow,Vegetable Products,Lettuce
706,7,yellow,Vegetable Products,Carrots & turnips
707,7,yellow,Vegetable Products,Cucumbers
708,7,yellow,Vegetable Products,Legumes
709,7,yellow,Vegetable Products,Other vegetables
710,7,yellow,Vegetable Products,Frozen vegetables
711,7,yellow,Vegetable Products,"Vegetables, provisionally preserved"
712,7,yellow,Vegetable Products,"Vegetables, dried"
713,7,yellow,Vegetable Products,"Legumes, dried"
714,7,yellow,Vegetable Products,Tubers
801,8,yellow,Vegetable Products,Cashew nuts & coconuts
802,8,yellow,Vegetable Products,Other nuts
803,8,yellow,Vegetable Products,Bananas and plantains
804,8,yellow,Vegetable Products,"Avocados, pineapples, mangos, etc."
805,8,yellow,Vegetable Products,Citrus fruit
806,8,yellow,Vegetable Products,Grapes
807,8,yellow,Vegetable Products,Melons and papayas
808,8,yellow,Vegetable Products,Apples & pears
809,8,yellow,Vegetable Products,Peaches & cherries
810,8,yellow,Vegetable Products,Other fresh fruit
811,8,yellow,Vegetable Products,"Fruits and nuts, frozen"
812,8,yellow,Vegetable Products,"Fruits and nuts, provisionally preserved"
813,8,yellow,Vegetable Products,"Fruits, dried"
814,8,yellow,Vegetable Products,Peel of citrus fruit or melons
901,9,yellow,Vegetable Products,Coffee
902,9,yellow,Vegetable Products,Tea
903,9,yellow,Vegetable Products,Mate
904,9,yellow,Vegetable Products,Pepper
905,9,yellow,Vegetable Products,Vanilla
906,9,yellow,Vegetable Products,Cinnamon
907,9,yellow,Vegetable Products,Cloves
908,9,yellow,Vegetable Products,Nutmeg
909,9,yellow,Vegetable Products,"Anise, fennel, etc."
910,9,yellow,Vegetable Products,Spices
1001,10,yellow,Vegetable Products,Wheat and meslin
1002,10,yellow,Vegetable Products,Rye
1003,10,yellow,Vegetable Products,Barley
1004,10,yellow,Vegetable Products,Oats
1005,10,yellow,Vegetable Products,Corn
1006,10,yellow,Vegetable Products,Rice
1007,10,yellow,Vegetable Products,Grain sorghum
1008,10,yellow,Vegetable Products,Other cereals
1101,11,yellow,Vegetable Products,Wheat or meslin flour
1102,11,yellow,Vegetable Products,Cereal flours
1103,11,yellow,Vegetable Products,Cereal meals
1104,11,yellow,Vegetable Products,Worked cereal grains
1105,11,yellow,Vegetable Products,Potato flour
1106,11,yellow,Vegetable Products,Flour of dried legumes
1107,11,yellow,Vegetable Products,Malt
1108,11,yellow,Vegetable Products,Starches
1109,11,yellow,Vegetable Products,Wheat gluten
1201,12,yellow,Vegetable Products,Soya beans
1202,12,yellow,Vegetable Products,Peanuts
1203,12,yellow,Vegetable Products,Copra
1204,12,yellow,Vegetable Products,Linseed
1205,12,yellow,Vegetable Products,Rape or colza seeds
1206,12,yellow,Vegetable Products,Sunflower seeds
1207,12,yellow,Vegetable Products,Other oil seeds
1208,12,yellow,Vegetable Products,Flours of oil seeds
1209,12,yellow,Vegetable Products,Seeds used for sowing
1210,12,yellow,Vegetable Products,Hop cones
1211,12,yellow,Vegetable Products,"Plants used in perfumery, pharmacy or insecticide"
1212,12,yellow,Vegetable Products,Seaweeds & edible vegetable products
1213,12,yellow,Vegetable Products,Cereal straw and husks
1214,12,yellow,Vegetable Products,Forage products
1301,13,yellow,Vegetable Products,Lac
1302,13,yellow,Vegetable Products,Vegetable saps and extracts
1401,14,yellow,Vegetable Products,Vegetable materials used for plaiting
1402,14,yellow,Vegetable Products,Other
1403,14,yellow,Vegetable Products,Other
1404,14,yellow,Vegetable Products,Vegetable products n.e.c.
1501,15,yellow,Vegetable Products,"Pig and poultry fat, rendered"
1502,15,yellow,Vegetable Products,"Bovine, sheep and goat fats"
1503,15,yellow,Vegetable Products,"Lard oil, tallow oil etc."
1504,15,yellow,Vegetable Products,Fish oils
1505,15,yellow,Vegetable Products,Wool grease
1506,15,yellow,Vegetable Products,Other animal fats and oils
1507,15,yellow,Vegetable Products,Soybean oil
1508,15,yellow,Vegetable Products,Peanut oil
1509,15,yellow,Vegetable Products,Olive oil
1510,15,yellow,Vegetable Products,"Olive oil, blended"
1511,15,yellow,Vegetable Products,Palm oil
1512,15,yellow,Vegetable Products,Sunflower seed oil
1513,15,yellow,Vegetable Products,Coconut & palm kernel oil
1514,15,yellow,Vegetable Products,"Rapeseed, colza or mustard oil,"
1515,15,yellow,Vegetable Products,Other vegetable fats and oils
1516,15,yellow,Vegetable Products,"Vegetable fats, hydrogenated"
1517,15,yellow,Vegetable Products,Margarine
1518,15,yellow,Vegetable Products,"Animal or vegetable fats and oils, processed"
1519,15,yellow,Vegetable Products,Stearic acid
1520,15,yellow,Vegetable Products,Glycerol
1521,15,yellow,Vegetable Products,Vegetable waxes and beeswax
1522,15,yellow,Vegetable Products,Degras and wax residues
1601,16,orange,Foodstuffs,Sausages
1602,16,orange,Foodstuffs,Other prepared or preserved meat
1603,16,orange,Foodstuffs,Extracts and juices of meat or fish
1604,16,orange,Foodstuffs,Prepared or preserved fish
1605,16,orange,Foodstuffs,Prepared aquatic invertibrates
1701,17,orange,Foodstuffs,Sugarcane & sucrose
1702,17,orange,Foodstuffs,Other sugars
1703,17,orange,Foodstuffs,Molasses
1704,17,orange,Foodstuffs,Confectionery sugar
1801,18,orange,Foodstuffs,Cocoa beans
1802,18,orange,Foodstuffs,Cocoa residues
1803,18,orange,Foodstuffs,Cocoa paste
1804,18,orange,Foodstuffs,Cocoa butter
1805,18,orange,Foodstuffs,Cocoa powder
1806,18,orange,Foodstuffs,Chocolates
1901,19,orange,Foodstuffs,Malt extract
1902,19,orange,Foodstuffs,Pasta
1903,19,orange,Foodstuffs,Tapioca
1904,19,orange,Foodstuffs,Cereal foods
1905,19,orange,Foodstuffs,Bakery products
2001,20,orange,Foodstuffs,Pickled fruits and vegetables
2002,20,orange,Foodstuffs,"Tomatoes, prepared or preserved"
2003,20,orange,Foodstuffs,"Mushrooms, prepared or preserved"
2004,20,orange,Foodstuffs,"Other vegetables, frozen"
2005,20,orange,Foodstuffs,"Other vegetables, prepared or preserved"
2006,20,orange,Foodstuffs,"Vegetables, fruits and nuts, preserved by sugar"
2007,20,orange,Foodstuffs,"Jams, jellies and marmalades"
2008,20,orange,Foodstuffs,"Fruits and nuts, otherwise prepared"
2009,20,orange,Foodstuffs,Fruit juices
2101,21,orange,Foodstuffs,Coffee extracts
2102,21,orange,Foodstuffs,Yeasts
2103,21,orange,Foodstuffs,Sauces and seasonings
2104,21,orange,Foodstuffs,Soups and broths
2105,21,orange,Foodstuffs,Ice cream
2106,21,orange,Foodstuffs,Food preparations n.e.c.
2201,22,orange,Foodstuffs,Waters
2202,22,orange,Foodstuffs,"Waters, flavored or sweetened"
2203,22,orange,Foodstuffs,Beer
2204,22,orange,Foodstuffs,Wine
2205,22,orange,Foodstuffs,"Wine, flavored"
2206,22,orange,Foodstuffs,Other fermented beverages
2207,22,orange,Foodstuffs,Ethyl alcohol > 80%
2208,22,orange,Foodstuffs,Spirits < 80% alcohol
2209,22,orange,Foodstuffs,Vinegars
2301,23,orange,Foodstuffs,"Flours of fish, for animal feed"
2302,23,orange,Foodstuffs,Cereal residues
2303,23,orange,Foodstuffs,Starch residues
2304,23,orange,Foodstuffs,Solid soybean residues
2305,23,orange,Foodstuffs,Solid peanut residues
2306,23,orange,Foodstuffs,Solid vegetable oil and fat residues
2307,23,orange,Foodstuffs,Wine lees
2308,23,orange,Foodstuffs,Vegetable materials for animal feeding
2309,23,orange,Foodstuffs,Animal feed
2401,24,orange,Foodstuffs,Unmanufactured tobacco
2402,24,orange,Foodstuffs,Cigars and cigarettes
2403,24,orange,Foodstuffs,Other manufactured tobacco
2501,25,chocolate,Mineral Products,Salt
2502,25,chocolate,Mineral Products,Unroasted iron pyrites
2503,25,chocolate,Mineral Products,"Sulphur, crude"
2504,25,chocolate,Mineral Products,Natural graphite
2505,25,chocolate,Mineral Products,Natural sands
2506,25,chocolate,Mineral Products,Quartz
2507,25,chocolate,Mineral Products,Kaolin
2508,25,chocolate,Mineral Products,Clays
2509,25,chocolate,Mineral Products,Chalk
2510,25,chocolate,Mineral Products,Natural calcium phosphates
2511,25,chocolate,Mineral Products,Natural barium sulfate
2512,25,chocolate,Mineral Products,Siliceous fossil meals and earths
2513,25,chocolate,Mineral Products,Natural abrasives
2514,25,chocolate,Mineral Products,Slate
2515,25,chocolate,Mineral Products,Marble
2516,25,chocolate,Mineral Products,Granite
2517,25,chocolate,Mineral Products,Gravel
2518,25,chocolate,Mineral Products,Dolomite
2519,25,chocolate,Mineral Products,Natural magnesia
2520,25,chocolate,Mineral Products,Gypsum
2521,25,chocolate,Mineral Products,Limstone
2522,25,chocolate,Mineral Products,Quicklime
2523,25,chocolate,Mineral Products,Cements
2524,25,chocolate,Mineral Products,Asbestos
2525,25,chocolate,Mineral Products,Mica
2526,25,chocolate,Mineral Products,Natural steatite
2528,25,chocolate,Mineral Products,Natural borates
2529,25,chocolate,Mineral Products,Feldspar
2530,25,chocolate,Mineral Products,Mineral substances n.e.c.
2601,26,chocolate,Mineral Products,Iron ores and concentrates
2602,26,chocolate,Mineral Products,Manganese > 47% by weight
2603,26,chocolate,Mineral Products,Copper ore
2604,26,chocolate,Mineral Products,Nickel ore
2605,26,chocolate,Mineral Products,Cobalt ore
2606,26,chocolate,Mineral Products,Aluminum ore
2607,26,chocolate,Mineral Products,Lead ore
2608,26,chocolate,Mineral Products,Zinc ore
2609,26,chocolate,Mineral Products,Tin ore
2610,26,chocolate,Mineral Products,Chromium ore
2611,26,chocolate,Mineral Products,Tungsten ore
2612,26,chocolate,Mineral Products,Uranium ore
2613,26,chocolate,Mineral Products,Molybdenum ore
2614,26,chocolate,Mineral Products,Titanium ore
2615,26,chocolate,Mineral Products,Zirconium ore
2616,26,chocolate,Mineral Products,Precious metal ores
2617,26,chocolate,Mineral Products,Other ores
2618,26,chocolate,Mineral Products,Granulated iron or steel slag
2619,26,chocolate,Mineral Products,Iron or steel slag
2620,26,chocolate,Mineral Products,"Slag, ash and residues containing metals"
2621,26,chocolate,Mineral Products,Other slag and ash
2701,27,chocolate,Mineral Products,Coal
2702,27,chocolate,Mineral Products,Lignite
2703,27,chocolate,Mineral Products,Peat
2704,27,chocolate,Mineral Products,Coke
2705,27,chocolate,Mineral Products,Non-petroleum gases
2706,27,chocolate,Mineral Products,"Tar distilled from coal, lignite etc."
2707,27,chocolate,Mineral Products,Oils etc. from high temperature coal tar
2708,27,chocolate,Mineral Products,Pitch and pitch coke
2709,27,chocolate,Mineral Products,"Petroleum oils, crude"
2710,27,chocolate,Mineral Products,"Petroleum oils, refined"
2711,27,chocolate,Mineral Products,Petroleum gases
2712,27,chocolate,Mineral Products,Petroleum jelly
2713,27,chocolate,Mineral Products,Petroleum coke
2714,27,chocolate,Mineral Products,"Bitumen and asphalt, natural"
2715,27,chocolate,Mineral Products,Bituminous mixtures
2716,27,chocolate,Mineral Products,Electrical energy
2801,28,black,Chemicals & Allied Industries,Iodine
2802,28,black,Chemicals & Allied Industries,"Sulfur, sublimed or precipitated"
2803,28,black,Chemicals & Allied Industries,Carbon
2804,28,black,Chemicals & Allied Industries,Silicon & rare gases
2805,28,black,Chemicals & Allied Industries,Rare-earth metals
2806,28,black,Chemicals & Allied Industries,Hydrochloric acid
2807,28,black,Chemicals & Allied Industries,"Sulfiric acid, oleum"
2808,28,black,Chemicals & Allied Industries,Sulfonitric acids
2809,28,black,Chemicals & Allied Industries,Phosphoric acid etc.
2810,28,black,Chemicals & Allied Industries,Oxides of boron; boric acids
2811,28,black,Chemicals & Allied Industries,Other inorganic acids
2812,28,black,Chemicals & Allied Industries,Halides of nonmetals
2813,28,black,Chemicals & Allied Industries,Sulfides of nonmetals
2814,28,black,Chemicals & Allied Industries,Ammonia
2815,28,black,Chemicals & Allied Industries,Sodium hydroxide
2816,28,black,Chemicals & Allied Industries,Hydroxides or peroxides of magnesium
2817,28,black,Chemicals & Allied Industries,Zinc oxide or peroxide
2818,28,black,Chemicals & Allied Industries,Aluminum oxide
2819,28,black,Chemicals & Allied Industries,Chromium oxides and hydroxides
2820,28,black,Chemicals & Allied Industries,Manganese oxides
2821,28,black,Chemicals & Allied Industries,Iron oxides and hydroxides
2822,28,black,Chemicals & Allied Industries,Cobalt oxides and hydroxides
2823,28,black,Chemicals & Allied Industries,Titanium oxides
2824,28,black,Chemicals & Allied Industries,Lead oxides
2825,28,black,Chemicals & Allied Industries,"Metal base oxides, n.e.c."
2826,28,black,Chemicals & Allied Industries,Flourides
2827,28,black,Chemicals & Allied Industries,"Chlorides, bromides, iodides etc."
2828,28,black,Chemicals & Allied Industries,Hyopchlorites
2829,28,black,Chemicals & Allied Industries,Sodium chlorate
2830,28,black,Chemicals & Allied Industries,Sulfides; polysulfides
2831,28,black,Chemicals & Allied Industries,Dithionites and sulfoxylates
2832,28,black,Chemicals & Allied Industries,Sulfites
2833,28,black,Chemicals & Allied Industries,Sulfates
2834,28,black,Chemicals & Allied Industries,"Nitrites, nitrates"
2835,28,black,Chemicals & Allied Industries,Phosphates
2836,28,black,Chemicals & Allied Industries,Carbonates
2837,28,black,Chemicals & Allied Industries,Cyanides
2838,28,black,Chemicals & Allied Industries,Other
2839,28,black,Chemicals & Allied Industries,Silicates
2840,28,black,Chemicals & Allied Industries,Borates
2841,28,black,Chemicals & Allied Industries,Salts of oxometallic acids
2842,28,black,Chemicals & Allied Industries,Other salts of acids
2843,28,black,Chemicals & Allied Industries,Compounds of precious metals
2844,28,black,Chemicals & Allied Industries,Uranium
2845,28,black,Chemicals & Allied Industries,Non-radioactive isotopes
2846,28,black,Chemicals & Allied Industries,Compounds of rare-earth metals
2847,28,black,Chemicals & Allied Industries,Hydrogen peroxide
2848,28,black,Chemicals & Allied Industries,Phosphides
2849,28,black,Chemicals & Allied Industries,Carbides
2850,28,black,Chemicals & Allied Industries,"Hydrides, nitrides, azides, silicides and borides"
2851,28,black,Chemicals & Allied Industries,"Inorganic compounds, liquid or compressed air"
2901,29,black,Chemicals & Allied Industries,Acyclic hydrocarbons
2902,29,black,Chemicals & Allied Industries,Cyclic hydrocarbons
2903,29,black,Chemicals & Allied Industries,Halogenated derivatives of hydrocarbons
2904,29,black,Chemicals & Allied Industries,"Sulfonated, nitrated derivatives of hydrocarbons"
2905,29,black,Chemicals & Allied Industries,Acyclic alcohols
2906,29,black,Chemicals & Allied Industries,Cyclic alcohols
2907,29,black,Chemicals & Allied Industries,"Phenols, phenol-alcohols"
2908,29,black,Chemicals & Allied Industries,Derivatives of phenols
2909,29,black,Chemicals & Allied Industries,Ethers
2910,29,black,Chemicals & Allied Industries,Epoxides
2911,29,black,Chemicals & Allied Industries,Acetals and hemiacetals
2912,29,black,Chemicals & Allied Industries,Aldehydes
2913,29,black,Chemicals & Allied Industries,Derivatives of aldehydes
2914,29,black,Chemicals & Allied Industries,Ketones and quinones
2915,29,black,Chemicals & Allied Industries,Saturated acyclic monocarboxylic acids
2916,29,black,Chemicals & Allied Industries,Unsaturated acyclic monocarboxylic acids
2917,29,black,Chemicals & Allied Industries,Polycarboxylic acids
2918,29,black,Chemicals & Allied Industries,Carboxylic acids with additional oxygen function
2919,29,black,Chemicals & Allied Industries,Phosporic esters
2920,29,black,Chemicals & Allied Industries,Esters of other inorganic acids of nonmetals
2921,29,black,Chemicals & Allied Industries,Amine-function compounds
2922,29,black,Chemicals & Allied Industries,Oxygen-function amino-compounds
2923,29,black,Chemicals & Allied Industries,Quaternary ammonium salts and hydroxides
2924,29,black,Chemicals & Allied Industries,Carboxyamide-function compounds
2925,29,black,Chemicals & Allied Industries,Carboxyimide-function compounds
2926,29,black,Chemicals & Allied Industries,Nitrile-function compounds
2927,29,black,Chemicals & Allied Industries,"Diazo-, azo-, or azoxy-compounds"
2928,29,black,Chemicals & Allied Industries,Organix derivatives of hydrazine
2929,29,black,Chemicals & Allied Industries,Isocyanates
2930,29,black,Chemicals & Allied Industries,Organo-sulfur compounds
2931,29,black,Chemicals & Allied Industries,Other organo-inorganic compounds
2932,29,black,Chemicals & Allied Industries,Heterocyclic compounds with oxygen hetero-atom(s) only
2933,29,black,Chemicals & Allied Industries,Heterocyclic compounds with nitrogen hetero-atom(s) only
2934,29,black,Chemicals & Allied Industries,Nucleic acids and their salts
2935,29,black,Chemicals & Allied Industries,Sulfonamides
2936,29,black,Chemicals & Allied Industries,Vitamins
2937,29,black,Chemicals & Allied Industries,Hormones
2938,29,black,Chemicals & Allied Industries,Glycosides
2939,29,black,Chemicals & Allied Industries,Vegetable alkaloids
2940,29,black,Chemicals & Allied Industries,"Other sugars, chemically pure"
2941,29,black,Chemicals & Allied Industries,Antibiotics
2942,29,black,Chemicals & Allied Industries,Other organic compounds
3001,30,black,Chemicals & Allied Industries,Heparin for therapeutic use
3002,30,black,Chemicals & Allied Industries,Serums and vaccines
3003,30,black,Chemicals & Allied Industries,"Medicaments, not packaged"
3004,30,black,Chemicals & Allied Industries,"Medicaments, packaged"
3005,30,black,Chemicals & Allied Industries,"Wadding, gauze and bandages"
3006,30,black,Chemicals & Allied Industries,Pharmaceutical goods
3101,31,black,Chemicals & Allied Industries,Animal or vegetable fertilizers
3102,31,black,Chemicals & Allied Industries,Nitrogenous fertilizers
3103,31,black,Chemicals & Allied Industries,Phosphatic fertilizers
3104,31,black,Chemicals & Allied Industries,Potassic fertilizers
3105,31,black,Chemicals & Allied Industries,Mixed fertilizers
3201,32,black,Chemicals & Allied Industries,Vegetable tanning extracts
3202,32,black,Chemicals & Allied Industries,Synthetic tanning substances
3203,32,black,Chemicals & Allied Industries,Coloring matter of animal or vegetable origin
3204,32,black,Chemicals & Allied Industries,Synthetic organic coloring matter
3205,32,black,Chemicals & Allied Industries,Color lakes
3206,32,black,Chemicals & Allied Industries,Other coloring matter
3207,32,black,Chemicals & Allied Industries,Prepared pigments
3208,32,black,Chemicals & Allied Industries,"Paints and varnishes, nonaqueous"
3209,32,black,Chemicals & Allied Industries,"Paints and varnishes, aqueous"
3210,32,black,Chemicals & Allied Industries,Other paints and varnishes
3211,32,black,Chemicals & Allied Industries,Prepared driers
3212,32,black,Chemicals & Allied Industries,"Pigments, nonaqueous"
3213,32,black,Chemicals & Allied Industries,Artists' colors
3214,32,black,Chemicals & Allied Industries,Glaziers' putty
3215,32,black,Chemicals & Allied Industries,Ink
3301,33,black,Chemicals & Allied Industries,Essential oils
3302,33,black,Chemicals & Allied Industries,Mixtures of odoriferous subtances
3303,33,black,Chemicals & Allied Industries,Perfumes
3304,33,black,Chemicals & Allied Industries,Make-up preparations
3305,33,black,Chemicals & Allied Industries,Hair products
3306,33,black,Chemicals & Allied Industries,Dental hygiene products
3307,33,black,Chemicals & Allied Industries,Toiletries
3401,34,black,Chemicals & Allied Industries,Soap
3402,34,black,Chemicals & Allied Industries,Cleaning products
3403,34,black,Chemicals & Allied Industries,Lubricants
3404,34,black,Chemicals & Allied Industries,Artificial and prepared waxes
3405,34,black,Chemicals & Allied Industries,Polishes and creams
3406,34,black,Chemicals & Allied Industries,Candles
3407,34,black,Chemicals & Allied Industries,Modeling pastes
3501,35,black,Chemicals & Allied Industries,Casein
3502,35,black,Chemicals & Allied Industries,Albumins
3503,35,black,Chemicals & Allied Industries,Gelatin
3504,35,black,Chemicals & Allied Industries,Peptones
3505,35,black,Chemicals & Allied Industries,Dextrins and other modified starches
3506,35,black,Chemicals & Allied Industries,Glues and adhesives
3507,35,black,Chemicals & Allied Industries,Enzymes
3601,36,black,Chemicals & Allied Industries,Propellant powders
3602,36,black,Chemicals & Allied Industries,"Prepared explosives, except gunpowder"
3603,36,black,Chemicals & Allied Industries,Detonators
3604,36,black,Chemicals & Allied Industries,Fireworks
3605,36,black,Chemicals & Allied Industries,Matches
3606,36,black,Chemicals & Allied Industries,Ferrocerium and other pyrophoric alloys
3701,37,black,Chemicals & Allied Industries,Photographic plates
3702,37,black,Chemicals & Allied Industries,Photographic film in rolls
3703,37,black,Chemicals & Allied Industries,Photographic paper
3704,37,black,Chemicals & Allied Industries,"Photographic film, not developed"
3705,37,black,Chemicals & Allied Industries,"Photographic film, developed"
3706,37,black,Chemicals & Allied Industries,Motion-picture film
3707,37,black,Chemicals & Allied Industries,Chemical preparations for photographic uses
3801,38,black,Chemicals & Allied Industries,Artificial graphite
3802,38,black,Chemicals & Allied Industries,Activated carbon
3803,38,black,Chemicals & Allied Industries,Tall oil
